community,has_airport,has_road_access,has_water_access,primary_access_modes,latitude,longitude,coastal,cat_tier_level,access_score,tier_justification,harbordock,stateferry,cargobarge,data_collection_date
perryville,True,False,False,air,56.018879,-159.17343,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
peters creek,False,True,False,road,61.518487,-149.426709,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
petersburg,True,False,True,"air,water",56.807861,-132.975424,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
petersville,False,True,False,road,62.572327,-150.753015,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
pile bay,False,False,False,no_direct_access,59.799234,-153.884228,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
pilot,True,False,False,air,62.252187,-162.967591,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
pilot point,True,False,False,air,57.619901,-157.590272,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
pitkas point,False,False,False,no_direct_access,62.372534,-163.381656,False,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
platinum,True,False,False,air,59.258753,-161.868118,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
pleasant valley,False,True,False,road,65.095606,-146.771557,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
point baker,True,False,False,air,58.073743,-132.905074,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
point hope,True,False,False,air,68.86053,-167.144886,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
point lay,True,False,False,air,70.005308,-163.290767,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
point mackenzie,True,True,False,"air,road",61.443657,-149.994702,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
point possession,False,True,False,road,61.111443,-150.365198,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
poorman,False,False,False,no_direct_access,64.157618,-155.556933,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
portage,False,True,False,road,60.951448,-148.962822,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
portage creek,True,False,False,air,58.971712,-157.731903,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
portlock,False,False,False,no_direct_access,59.247238,-151.735311,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
primrose,False,True,False,road,60.461498,-149.334038,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
prudhoe bay,False,True,False,road,70.379148,-148.170684,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
quinhagak,True,False,False,air,60.007052,-161.955784,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
rabbit creek,False,True,False,road,61.177281,-149.807389,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
rampart,True,False,False,air,65.605984,-150.133285,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
razdolna,False,True,False,road,59.864227,-151.0744,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
red devil,True,False,False,air,61.856092,-157.347899,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
ridgeway,False,True,False,road,60.587574,-151.072185,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
ruby,True,False,False,air,64.79972,-155.499869,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
russian mission,True,False,False,air,62.009132,-161.377291,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
saint george,False,False,False,no_direct_access,57.600175,-169.877701,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
saint lawrence island,False,False,False,no_direct_access,64.371792,-170.721282,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
saint mary's,False,False,False,no_direct_access,62.384866,-163.267312,False,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
saint michael,False,False,False,no_direct_access,63.742276,-162.122403,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
saint paul,False,False,False,no_direct_access,58.202921,-170.65636,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
salamatof,False,True,False,road,60.669368,-151.325509,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
salcha,False,True,False,road,64.695032,-146.901711,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
sanak,False,False,False,no_direct_access,54.812475,-162.911512,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
sand point,True,False,True,"air,water",55.331854,-160.503959,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
savoonga,True,False,False,air,64.645755,-170.946899,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
saxman,False,False,False,no_direct_access,57.451722,-130.643421,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
scammon bay,True,False,False,air,62.353741,-165.742298,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
selawik,True,False,False,air,66.772463,-160.099178,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
seldovia,True,False,True,"air,water",59.440583,-151.720662,True,2,65,"Dual mode access (air,water) without year-round road",True,True,False,2025-12-20
seward,True,True,False,"air,road",60.202699,-149.421635,True,1,75,"Full multimodal access (air,road) including road connectivity",True,False,True,2025-12-20
shageluk,True,False,False,air,62.801924,-159.565906,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
shakan bay,False,False,False,no_direct_access,57.895956,-132.728117,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
shaktoolik,True,False,False,air,64.575169,-161.271336,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
shishmaref,True,False,False,air,66.757932,-166.352018,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
shungnak,True,False,False,air,66.976789,-157.180298,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
shuyak island,False,False,False,no_direct_access,58.574949,-152.502673,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
silver springs,False,True,False,road,62.312594,-145.251708,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
sitka,True,False,True,"air,water",57.129209,-135.381439,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
skagway,True,True,True,"air,road,water",59.449193,-135.324786,True,1,100,"Full multimodal access (air,road,water) including road connectivity",True,True,True,2025-12-20
skwentna,True,False,False,air,62.031051,-151.190466,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
slana,True,True,False,"air,road",63.095052,-143.848311,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
sleetmute,True,False,False,air,61.772198,-157.182532,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
soldotna,True,True,False,"air,road",60.546776,-151.05694,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
solomon,True,False,False,air,64.966599,-164.607689,True,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
south lakes,False,True,False,road,61.698999,-149.293601,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
south naknek,True,False,False,air,58.759971,-157.015703,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
south van horn,False,True,False,road,64.990121,-147.693396,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
squaw,True,False,False,air,55.419071,-160.601712,True,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
stebbins,True,False,False,air,63.801494,-162.379955,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
steele creek,False,True,False,road,65.082502,-147.41645,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
sterling,True,True,False,"air,road",60.599784,-150.786847,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
stevens,True,False,False,air,66.137119,-149.024842,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
stony river,True,False,False,air,61.845261,-156.597638,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
sunrise,False,True,False,road,60.988142,-149.407102,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
suntrana,False,False,False,no_direct_access,63.990666,-148.808218,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
susitna,False,False,False,no_direct_access,61.571177,-150.621141,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
susitna north,False,True,False,road,62.223177,-150.025198,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
sutton-alpine,False,True,False,road,61.836994,-148.851123,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
takotna,True,False,False,air,63.04542,-156.071572,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
talkeetna,True,True,False,"air,road",62.414316,-150.093355,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
tanacross,True,True,False,"air,road",63.804433,-143.205704,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
tanaina,False,True,False,road,61.719497,-149.363385,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
tanana,True,False,False,air,65.238214,-152.061565,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
tatitlek,True,False,True,"air,water",60.860036,-146.676449,True,2,65,"Dual mode access (air,water) without year-round road",True,True,False,2025-12-20
tazlina,True,True,False,"air,road",62.344004,-145.333009,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
telida,True,False,False,air,63.431174,-153.27584,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
teller,True,False,False,air,65.801878,-166.627839,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
tenakee springs,True,False,True,"air,water",57.779205,-135.219491,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
tetlin,True,True,False,"air,road",63.63052,-142.344163,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
thane,False,False,False,no_direct_access,59.794114,-133.683491,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
thoms place,False,False,False,no_direct_access,58.167756,-131.254149,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
thorne bay,True,False,False,air,57.628965,-131.682433,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
togiak,False,False,False,no_direct_access,59.231908,-160.412418,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
tok,True,True,False,"air,road",63.791217,-142.825681,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
toksook bay,True,False,False,air,61.010837,-165.240861,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
tolsona,False,True,False,road,62.353053,-146.04723,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
tonsina,False,True,False,road,61.9727,-145.098736,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
trapper creek,True,True,False,"air,road",62.404075,-150.216011,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
tuluksak,True,False,False,air,61.30391,-161.001146,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
tuntutuliak,True,False,False,air,60.646509,-162.747103,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
tununak,True,False,False,air,61.078977,-165.38997,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
twin hills,True,False,False,air,59.241751,-160.313117,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
two rivers,False,True,False,road,65.086884,-146.958437,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
tyonek,True,False,False,air,61.126618,-151.134063,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
uganik,False,False,False,no_direct_access,57.688639,-153.419607,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
ugashik,True,False,False,air,57.562626,-157.411622,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
umiat,True,False,False,air,69.430601,-152.098168,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
umkumiute,False,False,False,no_direct_access,60.986664,-165.330483,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
unalakleet,True,False,False,air,64.078633,-160.855675,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
unga,False,False,False,no_direct_access,55.358096,-160.55674,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
upper kalskag,False,False,False,no_direct_access,61.713807,-160.354002,False,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
utqiagvik,False,False,False,no_direct_access,71.332025,-156.852334,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
uyak,False,False,False,no_direct_access,57.641051,-154.001621,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
valdez,True,True,True,"air,road,water",61.124023,-146.365688,True,1,100,"Full multimodal access (air,road,water) including road connectivity",True,True,True,2025-12-20
venetie,True,False,False,air,67.246501,-146.285762,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
voznesenka,False,True,False,road,59.845362,-151.088301,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
wainwright,True,False,False,air,70.76663,-160.2247,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
wales,True,False,False,air,66.285212,-168.459175,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
wasilla,True,True,False,"air,road",61.689245,-149.423308,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
whale pass,False,False,False,no_direct_access,57.934815,-132.351901,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
white mountain,True,False,False,air,65.020428,-163.546275,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
whitestone,False,False,False,no_direct_access,64.417868,-145.802374,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
whittier,True,True,True,"air,road,water",60.776416,-148.68359,True,1,100,"Full multimodal access (air,road,water) including road connectivity",True,True,True,2025-12-20
williamsport,False,False,False,no_direct_access,59.701774,-153.629985,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
willow,True,True,False,"air,road",61.833734,-150.028472,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
wiseman,True,True,False,"air,road",67.51345,-150.046838,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
wrangell,True,False,True,"air,water",56.474404,-132.391261,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
yakutat,True,False,True,"air,water",59.548573,-139.733376,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
